Term,SubjectCode,CourseCode,Instructor,Section,QuestionID,QuestionText,ChoiceText,Count
SP16,CHEM,6C,"Johnson, Christina A",D04,8,Instructor explains the [coursetype] material well.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D04,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,3
SP16,CHEM,6C,"Johnson, Christina A",D04,8,Instructor explains the [coursetype] material well.,strongly agree,17
SP16,CHEM,6C,"Johnson, Christina A",D04,9,Lectures hold your attention.,agree,11
SP16,CHEM,6C,"Johnson, Christina A",D04,9,Lectures hold your attention.,neither agree nor disagree,4
SP16,CHEM,6C,"Johnson, Christina A",D04,9,Lectures hold your attention.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D04,9,Lectures hold your attention.,strongly disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D04,10,Instructor's lecture style facilitates note-taking.,agree,7
SP16,CHEM,6C,"Johnson, Christina A",D04,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D04,10,Instructor's lecture style facilitates note-taking.,strongly agree,16
SP16,CHEM,6C,"Johnson, Christina A",D04,10,Instructor's lecture style facilitates note-taking.,strongly disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D04,20,This [coursetype] is difficult relative to others.,agree,9
SP16,CHEM,6C,"Johnson, Christina A",D04,20,This [coursetype] is difficult relative to others.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D04,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D04,20,This [coursetype] is difficult relative to others.,strongly agree,15
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,10-11,3
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,12-13,2
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,14-15,1
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,2-3,4
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,20 or more,2
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,4-5,2
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,6-7,4
SP16,CHEM,6C,"Johnson, Christina A",D04,24,How many hours a week do you spend studying outside of class on average?,8-9,8
SP16,CHEM,6C,"Johnson, Christina A",D04,26,Do you recommend this [coursetype] overall?,No,2
SP16,CHEM,6C,"Johnson, Christina A",D04,26,Do you recommend this [coursetype] overall?,Yes,24
SP16,CHEM,6C,"Johnson, Christina A",D04,27,Do you recommend this professor overall?,No,4
SP16,CHEM,6C,"Johnson, Christina A",D04,27,Do you recommend this professor overall?,Yes,22
SP16,CHEM,6C,"Johnson, Christina A",D05,2,Your reason for taking this class is,gen. ed.,1
SP16,CHEM,6C,"Johnson, Christina A",D05,2,Your reason for taking this class is,major,20
SP16,CHEM,6C,"Johnson, Christina A",D05,3,What grade do you expect in this class?,A,3
SP16,CHEM,6C,"Johnson, Christina A",D05,3,What grade do you expect in this class?,B,12
SP16,CHEM,6C,"Johnson, Christina A",D05,3,What grade do you expect in this class?,C,5
SP16,CHEM,6C,"Johnson, Christina A",D05,5,Instructor displays a proficient command of the material.,agree,8
SP16,CHEM,6C,"Johnson, Christina A",D05,5,Instructor displays a proficient command of the material.,strongly agree,13
SP16,CHEM,6C,"Johnson, Christina A",D05,8,Instructor explains the [coursetype] material well.,agree,12
SP16,CHEM,6C,"Johnson, Christina A",D05,8,Instructor explains the [coursetype] material well.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D05,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D05,8,Instructor explains the [coursetype] material well.,strongly agree,7
SP16,CHEM,6C,"Johnson, Christina A",D05,9,Lectures hold your attention.,agree,8
SP16,CHEM,6C,"Johnson, Christina A",D05,9,Lectures hold your attention.,disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D05,9,Lectures hold your attention.,neither agree nor disagree,4
SP16,CHEM,6C,"Johnson, Christina A",D05,9,Lectures hold your attention.,strongly agree,7
SP16,CHEM,6C,"Johnson, Christina A",D05,10,Instructor's lecture style facilitates note-taking.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D05,10,Instructor's lecture style facilitates note-taking.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D05,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D05,10,Instructor's lecture style facilitates note-taking.,strongly agree,13
SP16,CHEM,6C,"Johnson, Christina A",D05,20,This [coursetype] is difficult relative to others.,agree,7
SP16,CHEM,6C,"Johnson, Christina A",D05,20,This [coursetype] is difficult relative to others.,strongly agree,14
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,10-11,5
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,12-13,2
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,14-15,1
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,16-17,1
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,2-3,1
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,4-5,1
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,6-7,6
SP16,CHEM,6C,"Johnson, Christina A",D05,24,How many hours a week do you spend studying outside of class on average?,8-9,3
SP16,CHEM,6C,"Johnson, Christina A",D05,26,Do you recommend this [coursetype] overall?,No,5
SP16,CHEM,6C,"Johnson, Christina A",D05,26,Do you recommend this [coursetype] overall?,Yes,16
SP16,CHEM,6C,"Johnson, Christina A",D05,27,Do you recommend this professor overall?,No,3
SP16,CHEM,6C,"Johnson, Christina A",D05,27,Do you recommend this professor overall?,Yes,18
SP16,CHEM,6C,"Johnson, Christina A",D06,2,Your reason for taking this class is,gen. ed.,1
SP16,CHEM,6C,"Johnson, Christina A",D06,2,Your reason for taking this class is,interest,1
SP16,CHEM,6C,"Johnson, Christina A",D06,2,Your reason for taking this class is,major,15
SP16,CHEM,6C,"Johnson, Christina A",D06,3,What grade do you expect in this class?,A,2
SP16,CHEM,6C,"Johnson, Christina A",D06,3,What grade do you expect in this class?,B,9
SP16,CHEM,6C,"Johnson, Christina A",D06,3,What grade do you expect in this class?,C,7
SP16,CHEM,6C,"Johnson, Christina A",D06,3,What grade do you expect in this class?,NP,1
SP16,CHEM,6C,"Johnson, Christina A",D06,5,Instructor displays a proficient command of the material.,agree,3
SP16,CHEM,6C,"Johnson, Christina A",D06,5,Instructor displays a proficient command of the material.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,5,Instructor displays a proficient command of the material.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D06,5,Instructor displays a proficient command of the material.,strongly agree,13
SP16,CHEM,6C,"Johnson, Christina A",D06,8,Instructor explains the [coursetype] material well.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D06,8,Instructor explains the [coursetype] material well.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,8,Instructor explains the [coursetype] material well.,strongly agree,11
SP16,CHEM,6C,"Johnson, Christina A",D06,8,Instructor explains the [coursetype] material well.,strongly disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,9,Lectures hold your attention.,agree,4
SP16,CHEM,6C,"Johnson, Christina A",D06,9,Lectures hold your attention.,disagree,5
SP16,CHEM,6C,"Johnson, Christina A",D06,9,Lectures hold your attention.,neither agree nor disagree,3
SP16,CHEM,6C,"Johnson, Christina A",D06,9,Lectures hold your attention.,strongly agree,7
SP16,CHEM,6C,"Johnson, Christina A",D06,10,Instructor's lecture style facilitates note-taking.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D06,10,Instructor's lecture style facilitates note-taking.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,10,Instructor's lecture style facilitates note-taking.,strongly agree,11
SP16,CHEM,6C,"Johnson, Christina A",D06,20,This [coursetype] is difficult relative to others.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D06,20,This [coursetype] is difficult relative to others.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D06,20,This [coursetype] is difficult relative to others.,strongly agree,13
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,10-11,1
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,14-15,1
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,2-3,2
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,4-5,3
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,6-7,8
SP16,CHEM,6C,"Johnson, Christina A",D06,24,How many hours a week do you spend studying outside of class on average?,8-9,4
SP16,CHEM,6C,"Johnson, Christina A",D06,26,Do you recommend this [coursetype] overall?,No,7
SP16,CHEM,6C,"Johnson, Christina A",D06,26,Do you recommend this [coursetype] overall?,Yes,12
SP16,CHEM,6C,"Johnson, Christina A",D06,27,Do you recommend this professor overall?,No,4
SP16,CHEM,6C,"Johnson, Christina A",D06,27,Do you recommend this professor overall?,Yes,15
SP16,CHEM,6C,"Johnson, Christina A",D07,2,Your reason for taking this class is,major,18
SP16,CHEM,6C,"Johnson, Christina A",D07,3,What grade do you expect in this class?,A,5
SP16,CHEM,6C,"Johnson, Christina A",D07,3,What grade do you expect in this class?,B,7
SP16,CHEM,6C,"Johnson, Christina A",D07,3,What grade do you expect in this class?,C,6
SP16,CHEM,6C,"Johnson, Christina A",D07,5,Instructor displays a proficient command of the material.,agree,8
SP16,CHEM,6C,"Johnson, Christina A",D07,5,Instructor displays a proficient command of the material.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D07,5,Instructor displays a proficient command of the material.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D07,8,Instructor explains the [coursetype] material well.,agree,9
SP16,CHEM,6C,"Johnson, Christina A",D07,8,Instructor explains the [coursetype] material well.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D07,8,Instructor explains the [coursetype] material well.,strongly agree,9
SP16,CHEM,6C,"Johnson, Christina A",D07,9,Lectures hold your attention.,agree,10
SP16,CHEM,6C,"Johnson, Christina A",D07,9,Lectures hold your attention.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D07,9,Lectures hold your attention.,strongly agree,6
SP16,CHEM,6C,"Johnson, Christina A",D07,9,Lectures hold your attention.,strongly disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D07,10,Instructor's lecture style facilitates note-taking.,agree,8
SP16,CHEM,6C,"Johnson, Christina A",D07,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D07,10,Instructor's lecture style facilitates note-taking.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D07,20,This [coursetype] is difficult relative to others.,agree,10
SP16,CHEM,6C,"Johnson, Christina A",D07,20,This [coursetype] is difficult relative to others.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D07,20,This [coursetype] is difficult relative to others.,strongly agree,8
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,10-11,3
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,14-15,1
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,16-17,1
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,18-19,1
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,2-3,2
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,4-5,3
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,6-7,3
SP16,CHEM,6C,"Johnson, Christina A",D07,24,How many hours a week do you spend studying outside of class on average?,8-9,5
SP16,CHEM,6C,"Johnson, Christina A",D07,26,Do you recommend this [coursetype] overall?,No,2
SP16,CHEM,6C,"Johnson, Christina A",D07,26,Do you recommend this [coursetype] overall?,Yes,17
SP16,CHEM,6C,"Johnson, Christina A",D07,27,Do you recommend this professor overall?,No,3
SP16,CHEM,6C,"Johnson, Christina A",D07,27,Do you recommend this professor overall?,Yes,16
SP16,CHEM,6C,"Johnson, Christina A",D08,2,Your reason for taking this class is,gen. ed.,2
SP16,CHEM,6C,"Johnson, Christina A",D08,2,Your reason for taking this class is,major,13
SP16,CHEM,6C,"Johnson, Christina A",D08,3,What grade do you expect in this class?,A,3
SP16,CHEM,6C,"Johnson, Christina A",D08,3,What grade do you expect in this class?,B,4
SP16,CHEM,6C,"Johnson, Christina A",D08,3,What grade do you expect in this class?,C,8
SP16,CHEM,6C,"Johnson, Christina A",D08,5,Instructor displays a proficient command of the material.,agree,3
SP16,CHEM,6C,"Johnson, Christina A",D08,5,Instructor displays a proficient command of the material.,strongly agree,12
SP16,CHEM,6C,"Johnson, Christina A",D08,8,Instructor explains the [coursetype] material well.,agree,3
SP16,CHEM,6C,"Johnson, Christina A",D08,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,3
SP16,CHEM,6C,"Johnson, Christina A",D08,8,Instructor explains the [coursetype] material well.,strongly agree,9
SP16,CHEM,6C,"Johnson, Christina A",D08,9,Lectures hold your attention.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D08,9,Lectures hold your attention.,disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D08,9,Lectures hold your attention.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D08,9,Lectures hold your attention.,strongly agree,5
SP16,CHEM,6C,"Johnson, Christina A",D08,10,Instructor's lecture style facilitates note-taking.,agree,4
SP16,CHEM,6C,"Johnson, Christina A",D08,10,Instructor's lecture style facilitates note-taking.,strongly agree,11
SP16,CHEM,6C,"Johnson, Christina A",D08,20,This [coursetype] is difficult relative to others.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D08,20,This [coursetype] is difficult relative to others.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D08,24,How many hours a week do you spend studying outside of class on average?,10-11,5
SP16,CHEM,6C,"Johnson, Christina A",D08,24,How many hours a week do you spend studying outside of class on average?,12-13,1
SP16,CHEM,6C,"Johnson, Christina A",D08,24,How many hours a week do you spend studying outside of class on average?,4-5,4
SP16,CHEM,6C,"Johnson, Christina A",D08,24,How many hours a week do you spend studying outside of class on average?,6-7,2
SP16,CHEM,6C,"Johnson, Christina A",D08,24,How many hours a week do you spend studying outside of class on average?,8-9,3
SP16,CHEM,6C,"Johnson, Christina A",D08,26,Do you recommend this [coursetype] overall?,No,3
SP16,CHEM,6C,"Johnson, Christina A",D08,26,Do you recommend this [coursetype] overall?,Yes,12
SP16,CHEM,6C,"Johnson, Christina A",D08,27,Do you recommend this professor overall?,No,2
SP16,CHEM,6C,"Johnson, Christina A",D08,27,Do you recommend this professor overall?,Yes,13
SP16,CHEM,6C,"Johnson, Christina A",D09,2,Your reason for taking this class is,gen. ed.,4
SP16,CHEM,6C,"Johnson, Christina A",D09,2,Your reason for taking this class is,major,15
SP16,CHEM,6C,"Johnson, Christina A",D09,2,Your reason for taking this class is,minor,1
SP16,CHEM,6C,"Johnson, Christina A",D09,3,What grade do you expect in this class?,A,3
SP16,CHEM,6C,"Johnson, Christina A",D09,3,What grade do you expect in this class?,B,10
SP16,CHEM,6C,"Johnson, Christina A",D09,3,What grade do you expect in this class?,C,6
SP16,CHEM,6C,"Johnson, Christina A",D09,3,What grade do you expect in this class?,F,1
SP16,CHEM,6C,"Johnson, Christina A",D09,5,Instructor displays a proficient command of the material.,agree,4
SP16,CHEM,6C,"Johnson, Christina A",D09,5,Instructor displays a proficient command of the material.,strongly agree,16
SP16,CHEM,6C,"Johnson, Christina A",D09,8,Instructor explains the [coursetype] material well.,agree,7
SP16,CHEM,6C,"Johnson, Christina A",D09,8,Instructor explains the [coursetype] material well.,disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D09,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D09,8,Instructor explains the [coursetype] material well.,strongly agree,9
SP16,CHEM,6C,"Johnson, Christina A",D09,9,Lectures hold your attention.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D09,9,Lectures hold your attention.,disagree,3
SP16,CHEM,6C,"Johnson, Christina A",D09,9,Lectures hold your attention.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D09,9,Lectures hold your attention.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D09,10,Instructor's lecture style facilitates note-taking.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D09,10,Instructor's lecture style facilitates note-taking.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D09,10,Instructor's lecture style facilitates note-taking.,not applicable,1
SP16,CHEM,6C,"Johnson, Christina A",D09,10,Instructor's lecture style facilitates note-taking.,strongly agree,11
SP16,CHEM,6C,"Johnson, Christina A",D09,10,Instructor's lecture style facilitates note-taking.,strongly disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D09,20,This [coursetype] is difficult relative to others.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D09,20,This [coursetype] is difficult relative to others.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D09,20,This [coursetype] is difficult relative to others.,strongly agree,14
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,10-11,3
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,12-13,1
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,18-19,1
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,2-3,2
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,20 or more,1
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,4-5,2
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,6-7,4
SP16,CHEM,6C,"Johnson, Christina A",D09,24,How many hours a week do you spend studying outside of class on average?,8-9,6
SP16,CHEM,6C,"Johnson, Christina A",D09,26,Do you recommend this [coursetype] overall?,No,1
SP16,CHEM,6C,"Johnson, Christina A",D09,26,Do you recommend this [coursetype] overall?,Yes,19
SP16,CHEM,6C,"Johnson, Christina A",D09,27,Do you recommend this professor overall?,No,4
SP16,CHEM,6C,"Johnson, Christina A",D09,27,Do you recommend this professor overall?,Yes,16
SP16,CHEM,6C,"Johnson, Christina A",D10,2,Your reason for taking this class is,gen. ed.,1
SP16,CHEM,6C,"Johnson, Christina A",D10,2,Your reason for taking this class is,major,16
SP16,CHEM,6C,"Johnson, Christina A",D10,3,What grade do you expect in this class?,A,3
SP16,CHEM,6C,"Johnson, Christina A",D10,3,What grade do you expect in this class?,B,7
SP16,CHEM,6C,"Johnson, Christina A",D10,3,What grade do you expect in this class?,C,6
SP16,CHEM,6C,"Johnson, Christina A",D10,3,What grade do you expect in this class?,D,1
SP16,CHEM,6C,"Johnson, Christina A",D10,5,Instructor displays a proficient command of the material.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D10,5,Instructor displays a proficient command of the material.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D10,5,Instructor displays a proficient command of the material.,strongly agree,12
SP16,CHEM,6C,"Johnson, Christina A",D10,8,Instructor explains the [coursetype] material well.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D10,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D10,8,Instructor explains the [coursetype] material well.,strongly agree,11
SP16,CHEM,6C,"Johnson, Christina A",D10,9,Lectures hold your attention.,agree,5
SP16,CHEM,6C,"Johnson, Christina A",D10,9,Lectures hold your attention.,disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D10,9,Lectures hold your attention.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D10,9,Lectures hold your attention.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D10,10,Instructor's lecture style facilitates note-taking.,agree,6
SP16,CHEM,6C,"Johnson, Christina A",D10,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,2
SP16,CHEM,6C,"Johnson, Christina A",D10,10,Instructor's lecture style facilitates note-taking.,strongly agree,10
SP16,CHEM,6C,"Johnson, Christina A",D10,20,This [coursetype] is difficult relative to others.,agree,2
SP16,CHEM,6C,"Johnson, Christina A",D10,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,1
SP16,CHEM,6C,"Johnson, Christina A",D10,20,This [coursetype] is difficult relative to others.,strongly agree,15
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,10-11,3
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,12-13,1
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,14-15,2
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,2-3,1
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,20 or more,1
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,4-5,1
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,6-7,8
SP16,CHEM,6C,"Johnson, Christina A",D10,24,How many hours a week do you spend studying outside of class on average?,8-9,1
SP16,CHEM,6C,"Johnson, Christina A",D10,26,Do you recommend this [coursetype] overall?,No,2
SP16,CHEM,6C,"Johnson, Christina A",D10,26,Do you recommend this [coursetype] overall?,Yes,16
SP16,CHEM,6C,"Johnson, Christina A",D10,27,Do you recommend this professor overall?,No,3
SP16,CHEM,6C,"Johnson, Christina A",D10,27,Do you recommend this professor overall?,Yes,15
SP16,MATH,10A,"Kim, Yeon Kyung",A01,2,Your reason for taking this class is,gen. ed.,6
SP16,MATH,10A,"Kim, Yeon Kyung",A01,2,Your reason for taking this class is,major,5
SP16,MATH,10A,"Kim, Yeon Kyung",A01,3,What grade do you expect in this class?,A,4
SP16,MATH,10A,"Kim, Yeon Kyung",A01,3,What grade do you expect in this class?,B,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,3,What grade do you expect in this class?,C,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,3,What grade do you expect in this class?,P,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,5,Instructor displays a proficient command of the material.,agree,6
SP16,MATH,10A,"Kim, Yeon Kyung",A01,5,Instructor displays a proficient command of the material.,neither agree nor disagree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,5,Instructor displays a proficient command of the material.,strongly agree,4
SP16,MATH,10A,"Kim, Yeon Kyung",A01,8,Instructor explains the [coursetype] material well.,agree,6
SP16,MATH,10A,"Kim, Yeon Kyung",A01,8,Instructor explains the [coursetype] material well.,disagree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,8,Instructor explains the [coursetype] material well.,strongly agree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,8,Instructor explains the [coursetype] material well.,strongly disagree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,9,Lectures hold your attention.,agree,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,9,Lectures hold your attention.,disagree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,9,Lectures hold your attention.,neither agree nor disagree,4
SP16,MATH,10A,"Kim, Yeon Kyung",A01,9,Lectures hold your attention.,strongly agree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,9,Lectures hold your attention.,strongly disagree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,10,Instructor's lecture style facilitates note-taking.,agree,4
SP16,MATH,10A,"Kim, Yeon Kyung",A01,10,Instructor's lecture style facilitates note-taking.,disagree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,10,Instructor's lecture style facilitates note-taking.,strongly agree,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,20,This [coursetype] is difficult relative to others.,agree,5
SP16,MATH,10A,"Kim, Yeon Kyung",A01,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,20,This [coursetype] is difficult relative to others.,strongly agree,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,24,How many hours a week do you spend studying outside of class on average?,14-15,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,24,How many hours a week do you spend studying outside of class on average?,2-3,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,24,How many hours a week do you spend studying outside of class on average?,4-5,4
SP16,MATH,10A,"Kim, Yeon Kyung",A01,24,How many hours a week do you spend studying outside of class on average?,6-7,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,24,How many hours a week do you spend studying outside of class on average?,8-9,2
SP16,MATH,10A,"Kim, Yeon Kyung",A01,26,Do you recommend this [coursetype] overall?,No,1
SP16,MATH,10A,"Kim, Yeon Kyung",A01,26,Do you recommend this [coursetype] overall?,Yes,10
SP16,MATH,10A,"Kim, Yeon Kyung",A01,27,Do you recommend this professor overall?,No,3
SP16,MATH,10A,"Kim, Yeon Kyung",A01,27,Do you recommend this professor overall?,Yes,8
SP16,MATH,10A,"Kim, Yeon Kyung",A02,2,Your reason for taking this class is,gen. ed.,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,2,Your reason for taking this class is,major,3
SP16,MATH,10A,"Kim, Yeon Kyung",A02,3,What grade do you expect in this class?,A,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,3,What grade do you expect in this class?,B,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,3,What grade do you expect in this class?,C,1
SP16,MATH,10A,"Kim, Yeon Kyung",A02,3,What grade do you expect in this class?,P,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,5,Instructor displays a proficient command of the material.,agree,3
SP16,MATH,10A,"Kim, Yeon Kyung",A02,5,Instructor displays a proficient command of the material.,strongly agree,4
SP16,MATH,10A,"Kim, Yeon Kyung",A02,8,Instructor explains the [coursetype] material well.,agree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,8,Instructor explains the [coursetype] material well.,disagree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,1
SP16,MATH,10A,"Kim, Yeon Kyung",A02,8,Instructor explains the [coursetype] material well.,strongly agree,2
SP16,MATH,10A,"Kim, Yeon Kyung",A02,9,Lectures hold your attention.,agree,4
SP16,MATH,10A,"Kim, Yeon Kyung",A02,9,Lectures hold your attention.,disagree,1
